prompt,gold_label,predicted,confidence,abstain,threshold
repay 1943.7611 OP on aave (solana) — high yield mode,repay_asset,repay_asset,0.9538,False,0.7
swap 1693 DAI to BTC on uniswap ethereum with slippage 0.2%,swap_asset,swap_asset,1.0000,False,0.7
claim rewards on yearn (avalanche),claim_rewards,claim_rewards,1.0000,False,0.7
convert 22.6995 SOL into MATIC via uniswap on base,swap_asset,swap_asset,0.8791,False,0.7
unstow 3824.7738 LINK from maker on avalanche — normal mode,withdraw_asset,withdraw_asset,1.0000,False,0.7
stake 11.251 WETH on balancer (avalanche),stake_asset,stake_asset,0.9833,False,0.7
"draw 20659 USDT from maker on solana using USDT as collateral — right away, use fast gas",borrow_asset,borrow_asset,1.0000,False,0.7
"repay 3333.6306 AAVE on maker (optimism) — asap, high yield mode",repay_asset,repay_asset,0.9744,False,0.7
reduce loan by 6713 USDC on maker (base),repay_asset,repay_asset,0.9744,False,0.7
unlock 33.054 AVAX at yearn (optimism) — ok with higher gas,unstake_asset,unstake_asset,1.0000,False,0.7
claim staking rewards on maker optimism,claim_rewards,claim_rewards,1.0000,False,0.7
close debt: repay 13.4204 MATIC at aave ethereum,repay_asset,repay_asset,0.9744,False,0.7
withdraw staked 0.943081 BTC from lido polygon — high yield mode,unstake_asset,unstake_asset,0.9606,False,0.7
claim staking rewards on sushiswap base,claim_rewards,claim_rewards,1.0000,False,0.7
collect incentives at lido (avalanche) — today,claim_rewards,claim_rewards,1.0000,False,0.7
"add liquidity: deposit 2296.8448 LINK to compound (ethereum) — today, normal mode",deposit_asset,deposit_asset,1.0000,False,0.7
"reduce loan by 0.041957 BTC on aave (ethereum) — asap, use fast gas",repay_asset,repay_asset,0.9077,False,0.7
market swap 21485 USDT->LINK using uniswap on solana with slippage 0.5%,swap_asset,swap_asset,1.0000,False,0.7
top up rocket pool with 10116 DAI on base,deposit_asset,deposit_asset,0.7513,False,0.7
delegate 1140.1061 AAVE to lido (solana),stake_asset,stake_asset,1.0000,False,0.7
reduce loan by 1392.6874 ARB on maker (solana) — now,repay_asset,repay_asset,0.9744,False,0.7
cash out 4364.7803 ARB from pendle (avalanche) — today,withdraw_asset,withdraw_asset,1.0000,False,0.7
restake 1.649168 BTC with lido on base — today,stake_asset,stake_asset,0.9231,False,0.7
deposit 11006 USDC into yearn on polygon,deposit_asset,deposit_asset,1.0000,False,0.7
pay back 15.8703 ETH to aave on solana — ok with higher gas,repay_asset,repay_asset,0.7083,False,0.7
unstake 15700 USDT from balancer on ethereum — now,unstake_asset,unstake_asset,0.9815,False,0.7
reduce loan by 4427 USDT on compound (ethereum),repay_asset,repay_asset,0.9077,False,0.7
withdraw staked 967.3417 LINK from lido optimism — use fast gas,unstake_asset,unstake_asset,0.9524,False,0.7
swap 725.4041 ARB to MATIC on uniswap ethereum,swap_asset,swap_asset,1.0000,False,0.7
lock 0.485714 WBTC in yearn on base,stake_asset,stake_asset,0.8063,False,0.7
"market swap 4145.1496 AAVE->AVAX using balancer on base with slippage 1% — asap, ok with higher gas",swap_asset,swap_asset,1.0000,False,0.7
unlock 0.890073 BTC at curve (solana),unstake_asset,unstake_asset,1.0000,False,0.7
pull out 813.035 ARB from sushiswap — right away,withdraw_asset,withdraw_asset,0.9778,False,0.7
convert 0.454232 BTC into DAI via curve on avalanche with slippage 1%,swap_asset,swap_asset,0.9885,False,0.7
"stake 1947.3422 LINK on balancer (base) — this minute, use fast gas",stake_asset,stake_asset,0.9885,False,0.7
take a loan of 559.851 LINK via compound (optimism) using ETH as collateral — use normal gas,borrow_asset,borrow_asset,1.0000,False,0.7
"restake 11.4093 ETH with curve on optimism — this minute, minimize gas, safe mode",stake_asset,stake_asset,0.9885,False,0.7
withdraw staked 1645.6911 LINK from lido polygon — this minute,unstake_asset,unstake_asset,0.9387,False,0.7
put 961.1458 ARB into maker,deposit_asset,deposit_asset,1.0000,False,0.7
redeem 1.093329 WBTC from balancer (avalanche) — immediately,withdraw_asset,withdraw_asset,1.0000,False,0.7
unstow 21.6033 ETH from pendle on base — use fast gas,withdraw_asset,withdraw_asset,0.9813,False,0.7
provide 27.245 SOL on pendle,deposit_asset,deposit_asset,1.0000,False,0.7
cash out 25.0488 WETH from lido (arbitrum) — safe mode,withdraw_asset,withdraw_asset,1.0000,False,0.7
restake 13117 USDT with curve on optimism,stake_asset,,0.3578,True,0.7
convert 9.0096 MATIC into AAVE via curve on polygon with slippage 0.2%,swap_asset,swap_asset,1.0000,False,0.7
reduce loan by 6.1159 WETH on compound (optimism),repay_asset,repay_asset,0.9744,False,0.7
restake 13.6868 ETH with pendle on solana — right away,stake_asset,stake_asset,0.8933,False,0.7
remove 19041 DAI from curve,withdraw_asset,withdraw_asset,0.9816,False,0.7
trade 23.6009 AVAX for AAVE on balancer (polygon),swap_asset,swap_asset,0.9854,False,0.7
"pay back 42.2768 WETH to aave on arbitrum — this minute, ok with higher gas",repay_asset,repay_asset,1.0000,False,0.7
market swap 2897.736 ARB->MATIC using curve on polygon,swap_asset,swap_asset,1.0000,False,0.7
pay back 32.2129 WETH to aave on base,repay_asset,repay_asset,0.7083,False,0.7
provide 32.092 WETH on sushiswap,deposit_asset,deposit_asset,0.9473,False,0.7
withdraw staked 2895.8134 AAVE from yearn optimism — asap,unstake_asset,unstake_asset,1.0000,False,0.7
close debt: repay 18.6972 SOL at maker avalanche,repay_asset,repay_asset,0.8521,False,0.7
lock 0.014661 WBTC in lido on avalanche,stake_asset,stake_asset,0.9021,False,0.7
repay 528.0384 ARB on aave (avalanche),repay_asset,repay_asset,1.0000,False,0.7
undelegate 0.836446 WBTC on lido (base),unstake_asset,unstake_asset,0.9815,False,0.7
take a loan of 16838 DAI via maker (optimism),borrow_asset,borrow_asset,0.9679,False,0.7
swap 445.3786 OP to LINK on sushiswap base with slippage 0.5% — safe mode,swap_asset,,0.5897,True,0.7
provide 23445 USDC on lido — minimize gas,deposit_asset,deposit_asset,1.0000,False,0.7
claim rewards on compound (polygon) — ok with higher gas,claim_rewards,claim_rewards,1.0000,False,0.7
claim rewards on pendle (optimism),claim_rewards,claim_rewards,1.0000,False,0.7
"convert 22.2688 WETH into AAVE via sushiswap on base — now, high yield mode",swap_asset,,0.5033,True,0.7
convert 34.8523 AVAX into ETH via sushiswap on polygon with slippage 0.1% — normal mode,swap_asset,swap_asset,0.8176,False,0.7
withdraw staked 3465.1965 OP from rocket pool optimism — minimize gas,unstake_asset,unstake_asset,1.0000,False,0.7
reduce loan by 3135.6277 OP on aave (polygon),repay_asset,repay_asset,0.9744,False,0.7
restake 30.0592 AVAX with lido on base,stake_asset,stake_asset,0.9885,False,0.7
"redeem 45.0271 SOL from uniswap (base) — right away, use normal gas",withdraw_asset,withdraw_asset,0.8802,False,0.7
redeem 2.143053 WBTC from yearn (base),withdraw_asset,withdraw_asset,1.0000,False,0.7
stake 25.8624 WETH on pendle (avalanche),stake_asset,stake_asset,0.9729,False,0.7
"convert 7901 USDC into WBTC via curve on optimism — immediately, minimize gas",swap_asset,swap_asset,1.0000,False,0.7
swap 45.0879 AVAX to WBTC on curve arbitrum,swap_asset,swap_asset,1.0000,False,0.7
fund sushiswap with 18694 DAI (avalanche),deposit_asset,deposit_asset,0.9878,False,0.7
restake 2916.4876 ARB with rocket pool on solana — normal mode,stake_asset,stake_asset,0.9885,False,0.7
put 47.6418 AVAX into pendle,deposit_asset,deposit_asset,1.0000,False,0.7
open debt: 0.485411 WBTC on maker ethereum,borrow_asset,borrow_asset,1.0000,False,0.7
lock 11.1279 MATIC in balancer on polygon — asap,stake_asset,stake_asset,0.9871,False,0.7
withdraw 578.9226 OP from compound on optimism,withdraw_asset,withdraw_asset,1.0000,False,0.7
"undelegate 3265.3406 OP on lido (base) — use normal gas, safe mode",unstake_asset,unstake_asset,0.7431,False,0.7
remove 1.498794 BTC from rocket pool,withdraw_asset,,0.6675,True,0.7
restake 3825.0348 AAVE with lido on optimism — ok with higher gas,stake_asset,,0.6996,True,0.7
delegate 4641.0979 AAVE to lido (avalanche) — minimize gas,stake_asset,stake_asset,0.9650,False,0.7
borrow 0.648306 WBTC from maker on base — immediately,borrow_asset,borrow_asset,1.0000,False,0.7
open debt: 8400 USDT on maker polygon using WETH as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
add liquidity: deposit 3370.0891 AAVE to stargate (ethereum) — immediately,deposit_asset,deposit_asset,1.0000,False,0.7
lock 2733 DAI in yearn on optimism,stake_asset,stake_asset,1.0000,False,0.7
"lock 42.1375 MATIC in lido on solana — use fast gas, high yield mode",stake_asset,stake_asset,0.9571,False,0.7
borrow 15.3258 WETH from aave on polygon using DAI as collateral — today,borrow_asset,borrow_asset,1.0000,False,0.7
unlock 4600.1312 OP at curve (base) — this minute,unstake_asset,unstake_asset,0.9792,False,0.7
pull out 37.2424 MATIC from compound,withdraw_asset,withdraw_asset,1.0000,False,0.7
"convert 21892 DAI into WBTC via balancer on base with slippage 0.2% — asap, safe mode",swap_asset,swap_asset,0.9854,False,0.7
claim rewards on compound (base) — ok with higher gas,claim_rewards,claim_rewards,1.0000,False,0.7
unlock 4149.4162 ARB at balancer (arbitrum),unstake_asset,unstake_asset,1.0000,False,0.7
close debt: repay 0.243044 WBTC at aave optimism — this minute,repay_asset,repay_asset,0.8440,False,0.7
borrow 3421.1394 AAVE from compound on base using ETH as collateral — high yield mode,borrow_asset,borrow_asset,1.0000,False,0.7
remove 1240 DAI from yearn,withdraw_asset,withdraw_asset,0.9611,False,0.7
undelegate 0.557008 BTC on rocket pool (base),unstake_asset,unstake_asset,1.0000,False,0.7
collect incentives at sushiswap (base) — high yield mode,claim_rewards,claim_rewards,1.0000,False,0.7
pull out 3845.6716 LINK from lido,withdraw_asset,,0.5880,True,0.7
withdraw staked 313.7192 LINK from yearn optimism,unstake_asset,unstake_asset,0.9870,False,0.7
"market swap 631.8599 OP->WBTC using uniswap on optimism — immediately, use normal gas",swap_asset,swap_asset,1.0000,False,0.7
undelegate 3665.2091 LINK on curve (optimism),unstake_asset,unstake_asset,1.0000,False,0.7
pay back 4547.5716 ARB to compound on polygon — today,repay_asset,repay_asset,1.0000,False,0.7
fund maker with 43.4296 AVAX (base) — now,deposit_asset,deposit_asset,1.0000,False,0.7
draw 9.4243 ETH from compound on base using AVAX as collateral — use fast gas,borrow_asset,borrow_asset,1.0000,False,0.7
market swap 1.596452 WBTC->ETH using sushiswap on solana — today,swap_asset,swap_asset,1.0000,False,0.7
withdraw 19.2108 MATIC from aave on ethereum — use fast gas,withdraw_asset,withdraw_asset,1.0000,False,0.7
unstake 1.974845 BTC from yearn on optimism — asap,unstake_asset,unstake_asset,1.0000,False,0.7
repay 31.1718 WETH on aave (arbitrum) — normal mode,repay_asset,repay_asset,0.9744,False,0.7
close debt: repay 2598.5471 ARB at maker avalanche,repay_asset,repay_asset,0.9744,False,0.7
collect incentives at lido (solana) — safe mode,claim_rewards,claim_rewards,1.0000,False,0.7
repay 3164 DAI on aave (optimism) — asap,repay_asset,repay_asset,1.0000,False,0.7
add liquidity: deposit 2053.0733 ARB to balancer (solana) — asap,deposit_asset,deposit_asset,1.0000,False,0.7
collect incentives at lido (solana),claim_rewards,claim_rewards,1.0000,False,0.7
pull out 30.4368 ETH from uniswap,withdraw_asset,withdraw_asset,0.9278,False,0.7
draw 3039.5375 ARB from aave on polygon using AAVE as collateral — now,borrow_asset,borrow_asset,1.0000,False,0.7
restake 4848.8652 AAVE with pendle on solana,stake_asset,stake_asset,0.8278,False,0.7
pay back 1.582072 BTC to compound on solana,repay_asset,repay_asset,1.0000,False,0.7
take a loan of 8.3609 ETH via aave (avalanche) — high yield mode,borrow_asset,borrow_asset,1.0000,False,0.7
reduce loan by 758.7308 LINK on maker (ethereum) — ok with higher gas,repay_asset,repay_asset,0.9744,False,0.7
redeem 0.177035 BTC from sushiswap (avalanche),withdraw_asset,withdraw_asset,1.0000,False,0.7
pay back 744.3791 LINK to maker on solana,repay_asset,repay_asset,1.0000,False,0.7
put 8020 USDC into pendle,deposit_asset,deposit_asset,0.9311,False,0.7
open debt: 40.1305 ETH on maker ethereum,borrow_asset,borrow_asset,0.9854,False,0.7
undelegate 568.4641 OP on curve (solana),unstake_asset,unstake_asset,0.9606,False,0.7
claim rewards on maker (ethereum),claim_rewards,claim_rewards,1.0000,False,0.7
take a loan of 1.6063 SOL via compound (avalanche) using USDT as collateral — ok with higher gas,borrow_asset,borrow_asset,1.0000,False,0.7
"withdraw staked 44.2968 ETH from pendle ethereum — ok with higher gas, normal mode",unstake_asset,unstake_asset,0.9854,False,0.7
remove 8297 USDC from aave,withdraw_asset,withdraw_asset,1.0000,False,0.7
undelegate 19.4439 ETH on lido (solana),unstake_asset,unstake_asset,0.9815,False,0.7
withdraw staked 43.1807 WETH from balancer avalanche,unstake_asset,unstake_asset,1.0000,False,0.7
draw 41.8699 WETH from aave on solana — immediately,borrow_asset,,0.4167,True,0.7
claim rewards on pendle (arbitrum) — asap,claim_rewards,claim_rewards,1.0000,False,0.7
pull out 2135 DAI from aave,withdraw_asset,withdraw_asset,1.0000,False,0.7
claim rewards on yearn (optimism) — use fast gas,claim_rewards,claim_rewards,1.0000,False,0.7
draw 10865 DAI from maker on arbitrum using USDC as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
stake 497.3141 AAVE on curve (solana) — now,stake_asset,stake_asset,0.9685,False,0.7
repay 6842 USDT on maker (arbitrum),repay_asset,repay_asset,0.9744,False,0.7
restake 5079 USDT with balancer on solana,stake_asset,stake_asset,1.0000,False,0.7
swap 21242 USDC to MATIC on uniswap polygon with slippage 1%,swap_asset,swap_asset,1.0000,False,0.7
pay back 2.019514 BTC to aave on ethereum — minimize gas,repay_asset,repay_asset,1.0000,False,0.7
stake 49.5719 WETH on rocket pool (solana),stake_asset,stake_asset,0.8507,False,0.7
pay back 2390.7366 AAVE to compound on avalanche,repay_asset,repay_asset,1.0000,False,0.7
draw 14.582 MATIC from aave on ethereum using ARB as collateral — asap,borrow_asset,borrow_asset,1.0000,False,0.7
unlock 4.4512 ETH at lido (avalanche) — right away,unstake_asset,unstake_asset,0.9832,False,0.7
take a loan of 4128.7173 ARB via aave (solana) using AAVE as collateral — safe mode,borrow_asset,borrow_asset,1.0000,False,0.7
delegate 2.9262 SOL to lido (ethereum),stake_asset,stake_asset,1.0000,False,0.7
"trade 6780 USDC for AVAX on balancer (arbitrum) with slippage 0.5% — today, high yield mode",swap_asset,swap_asset,1.0000,False,0.7
undelegate 2502.5227 ARB on pendle (avalanche) — minimize gas,unstake_asset,unstake_asset,1.0000,False,0.7
borrow 10261 USDT from maker on polygon using OP as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
borrow 36.1195 WETH from aave on avalanche — this minute,borrow_asset,borrow_asset,0.7083,False,0.7
"take a loan of 41.9323 MATIC via compound (optimism) — right away, minimize gas",borrow_asset,borrow_asset,0.8739,False,0.7
"pull out 646.5029 ARB from balancer — this minute, high yield mode",withdraw_asset,withdraw_asset,1.0000,False,0.7
restake 1783.1143 ARB with balancer on base,stake_asset,stake_asset,0.9885,False,0.7
undelegate 5.3915 SOL on lido (arbitrum),unstake_asset,unstake_asset,0.8570,False,0.7
move 3375.2617 LINK into sushiswap on avalanche — immediately,deposit_asset,deposit_asset,0.9227,False,0.7
"reduce loan by 0.486653 WBTC on aave (base) — right away, ok with higher gas",repay_asset,repay_asset,0.9744,False,0.7
market swap 5.8912 WETH->USDC using balancer on polygon — asap,swap_asset,swap_asset,1.0000,False,0.7
harvest yield from aave on arbitrum — minimize gas,claim_rewards,claim_rewards,1.0000,False,0.7
pay back 1676.9735 ARB to aave on ethereum,repay_asset,repay_asset,1.0000,False,0.7
market swap 2.015048 BTC->WETH using sushiswap on base,swap_asset,swap_asset,1.0000,False,0.7
borrow 4793.0362 AAVE from maker on base using ARB as collateral — ok with higher gas,borrow_asset,borrow_asset,1.0000,False,0.7
close debt: repay 20596 USDC at compound ethereum,repay_asset,repay_asset,0.8037,False,0.7
withdraw staked 24342 USDT from balancer optimism — use normal gas,unstake_asset,unstake_asset,1.0000,False,0.7
cash out 0.935178 WBTC from uniswap (base) — minimize gas,withdraw_asset,withdraw_asset,0.9385,False,0.7
take a loan of 4003.2973 ARB via maker (ethereum) using USDT as collateral — ok with higher gas,borrow_asset,borrow_asset,1.0000,False,0.7
close debt: repay 25.5368 MATIC at compound ethereum,repay_asset,repay_asset,0.8667,False,0.7
top up rocket pool with 3.7394 MATIC on arbitrum,deposit_asset,deposit_asset,1.0000,False,0.7
open debt: 1.40244 WBTC on maker solana,borrow_asset,borrow_asset,1.0000,False,0.7
withdraw 1.946567 WBTC from aave on solana,withdraw_asset,withdraw_asset,0.9675,False,0.7
pull out 3507.2261 AAVE from rocket pool,withdraw_asset,,0.6246,True,0.7
provide 21.4928 WETH on curve — safe mode,deposit_asset,deposit_asset,1.0000,False,0.7
pull out 1.46384 BTC from balancer,withdraw_asset,,0.6730,True,0.7
stake 37.5623 ETH on rocket pool (base) — right away,stake_asset,,0.6716,True,0.7
convert 1198.0035 ARB into USDC via balancer on ethereum,swap_asset,swap_asset,0.9854,False,0.7
open debt: 6784 USDC on compound base using USDT as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
withdraw staked 20466 DAI from balancer avalanche,unstake_asset,unstake_asset,0.9751,False,0.7
open debt: 16465 USDC on aave optimism — asap,borrow_asset,borrow_asset,1.0000,False,0.7
"pay back 4026.1452 ARB to compound on arbitrum — asap, normal mode",repay_asset,repay_asset,1.0000,False,0.7
claim staking rewards on rocket pool avalanche,claim_rewards,claim_rewards,1.0000,False,0.7
convert 727.1504 ARB into OP via curve on solana,swap_asset,swap_asset,0.9476,False,0.7
unlock 38.3743 WETH at balancer (optimism),unstake_asset,unstake_asset,1.0000,False,0.7
claim staking rewards on lido base,claim_rewards,claim_rewards,0.9433,False,0.7
pull out 33.0469 AVAX from rocket pool — now,withdraw_asset,,0.6358,True,0.7
swap 26.4716 AVAX to USDC on balancer ethereum — use fast gas,swap_asset,swap_asset,1.0000,False,0.7
delegate 4704.7833 AAVE to curve (optimism) — minimize gas,stake_asset,stake_asset,1.0000,False,0.7
restake 2639.7303 OP with pendle on solana,stake_asset,stake_asset,0.8278,False,0.7
cash out 0.128088 BTC from curve (avalanche),withdraw_asset,withdraw_asset,1.0000,False,0.7
trade 9233 USDT for WBTC on balancer (polygon),swap_asset,swap_asset,1.0000,False,0.7
unlock 2.301325 WBTC at balancer (solana) — high yield mode,unstake_asset,unstake_asset,1.0000,False,0.7
repay 3408.5933 LINK on compound (base),repay_asset,repay_asset,1.0000,False,0.7
"delegate 16.7334 WETH to pendle (base) — now, use fast gas",stake_asset,stake_asset,0.9885,False,0.7
undelegate 2990.4657 LINK on yearn (optimism) — ok with higher gas,unstake_asset,unstake_asset,1.0000,False,0.7
repay 44.6605 MATIC on maker (polygon) — normal mode,repay_asset,repay_asset,1.0000,False,0.7
market swap 2.098683 WBTC->BTC using uniswap on optimism — minimize gas,swap_asset,swap_asset,1.0000,False,0.7
remove 2308.995 LINK from lido,withdraw_asset,,0.6518,True,0.7
"swap 32.4217 MATIC to WBTC on sushiswap arbitrum — ok with higher gas, normal mode",swap_asset,swap_asset,0.9778,False,0.7
provide 1871.5274 LINK on balancer,deposit_asset,deposit_asset,1.0000,False,0.7
market swap 4544.6944 LINK->WBTC using sushiswap on optimism with slippage 0.2% — now,swap_asset,swap_asset,1.0000,False,0.7
pull out 17.2141 WETH from compound,withdraw_asset,withdraw_asset,1.0000,False,0.7
delegate 2867.7058 ARB to curve (ethereum),stake_asset,stake_asset,1.0000,False,0.7
"market swap 2217.3808 AAVE->DAI using curve on arbitrum with slippage 0.1% — today, ok with higher gas",swap_asset,swap_asset,1.0000,False,0.7
borrow 3576.6734 OP from maker on avalanche using SOL as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
pay back 3685.924 AAVE to maker on avalanche,repay_asset,repay_asset,1.0000,False,0.7
swap 29.3941 MATIC to AVAX on sushiswap avalanche with slippage 0.1%,swap_asset,swap_asset,1.0000,False,0.7
provide 3375.0439 AAVE on curve,deposit_asset,deposit_asset,1.0000,False,0.7
fund sushiswap with 33.9404 WETH (base),deposit_asset,deposit_asset,1.0000,False,0.7
"undelegate 1.871793 WBTC on yearn (avalanche) — right away, use normal gas",unstake_asset,unstake_asset,1.0000,False,0.7
claim staking rewards on compound avalanche — right away,claim_rewards,claim_rewards,1.0000,False,0.7
open debt: 24.6881 WETH on compound polygon — use normal gas,borrow_asset,borrow_asset,1.0000,False,0.7
cash out 14.5153 WETH from maker (arbitrum),withdraw_asset,withdraw_asset,1.0000,False,0.7
open debt: 2184.0555 AAVE on maker base using BTC as collateral — high yield mode,borrow_asset,borrow_asset,1.0000,False,0.7
fund balancer with 24.6117 SOL (base) — minimize gas,deposit_asset,deposit_asset,1.0000,False,0.7
move 3597.7114 ARB into aave on solana — ok with higher gas,deposit_asset,deposit_asset,0.9444,False,0.7
restake 3780.4715 AAVE with lido on polygon — high yield mode,stake_asset,stake_asset,0.9652,False,0.7
market swap 45.4581 SOL->WBTC using sushiswap on avalanche — asap,swap_asset,swap_asset,1.0000,False,0.7
"reduce loan by 17.771 WETH on maker (optimism) — right away, use normal gas",repay_asset,,0.5473,True,0.7
reduce loan by 19178 DAI on aave (ethereum) — this minute,repay_asset,repay_asset,0.9744,False,0.7
delegate 40.9063 WETH to pendle (avalanche),stake_asset,stake_asset,1.0000,False,0.7
borrow 2809.1839 ARB from aave on ethereum,borrow_asset,borrow_asset,1.0000,False,0.7
delegate 3059.0224 ARB to rocket pool (avalanche) — now,stake_asset,stake_asset,0.9530,False,0.7
repay 932.79 OP on aave (polygon) — today,repay_asset,repay_asset,1.0000,False,0.7
unstow 596.4069 ARB from rocket pool on solana,withdraw_asset,,0.6154,True,0.7
claim rewards on lido (avalanche),claim_rewards,claim_rewards,1.0000,False,0.7
cash out 972.8968 LINK from lido (base),withdraw_asset,withdraw_asset,0.9885,False,0.7
draw 4.2005 MATIC from compound on optimism — right away,borrow_asset,borrow_asset,1.0000,False,0.7
stake 7995 USDC on yearn (optimism),stake_asset,stake_asset,1.0000,False,0.7
redeem 23692 DAI from balancer (avalanche),withdraw_asset,withdraw_asset,1.0000,False,0.7
stake 1.086028 BTC on yearn (polygon) — now,stake_asset,stake_asset,0.9729,False,0.7
market swap 44.8041 MATIC->AVAX using curve on polygon — use fast gas,swap_asset,swap_asset,1.0000,False,0.7
collect incentives at uniswap (avalanche),claim_rewards,claim_rewards,1.0000,False,0.7
collect incentives at balancer (optimism) — normal mode,claim_rewards,claim_rewards,1.0000,False,0.7
withdraw staked 19709 USDT from curve avalanche — ok with higher gas,unstake_asset,unstake_asset,1.0000,False,0.7
draw 3424.9717 OP from maker on polygon using USDT as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
"convert 3280 DAI into USDC via balancer on arbitrum — immediately, normal mode",swap_asset,swap_asset,1.0000,False,0.7
pay back 48.8081 AVAX to maker on ethereum,repay_asset,repay_asset,1.0000,False,0.7
delegate 40.4217 SOL to rocket pool (arbitrum) — now,stake_asset,stake_asset,1.0000,False,0.7
repay 19629 USDT on maker (solana) — ok with higher gas,repay_asset,repay_asset,1.0000,False,0.7
supply 3747.299 LINK to sushiswap,deposit_asset,deposit_asset,0.8754,False,0.7
close debt: repay 23326 USDT at compound arbitrum — safe mode,repay_asset,repay_asset,0.9744,False,0.7
"restake 13.8786 WETH with yearn on base — asap, safe mode",stake_asset,stake_asset,1.0000,False,0.7
lock 942.1057 OP in pendle on ethereum — use normal gas,stake_asset,stake_asset,0.9372,False,0.7
pay back 277.1538 OP to aave on ethereum,repay_asset,repay_asset,1.0000,False,0.7
unstow 21.4798 MATIC from balancer on polygon — ok with higher gas,withdraw_asset,withdraw_asset,0.8519,False,0.7
unlock 0.190958 BTC at pendle (polygon) — asap,unstake_asset,unstake_asset,1.0000,False,0.7
swap 1.372569 BTC to WETH on sushiswap avalanche with slippage 0.2%,swap_asset,swap_asset,0.9885,False,0.7
cash out 1792.1204 OP from lido (optimism) — minimize gas,withdraw_asset,withdraw_asset,1.0000,False,0.7
"harvest yield from lido on avalanche — asap, normal mode",claim_rewards,claim_rewards,1.0000,False,0.7
collect incentives at rocket pool (solana) — now,claim_rewards,claim_rewards,1.0000,False,0.7
"deposit 46.283 ETH into compound on base — asap, ok with higher gas",deposit_asset,deposit_asset,1.0000,False,0.7
repay 2713.1393 LINK on compound (arbitrum) — use normal gas,repay_asset,repay_asset,0.9744,False,0.7
move 403.5109 ARB into sushiswap on solana — normal mode,deposit_asset,deposit_asset,1.0000,False,0.7
stake 9900 USDT on yearn (polygon),stake_asset,stake_asset,0.9833,False,0.7
lock 46.2935 AVAX in curve on arbitrum,stake_asset,stake_asset,1.0000,False,0.7
take a loan of 18389 USDC via maker (optimism),borrow_asset,borrow_asset,0.8815,False,0.7
put 19937 USDC into curve,deposit_asset,deposit_asset,0.8287,False,0.7
"withdraw staked 4292.0866 LINK from balancer avalanche — today, minimize gas",unstake_asset,unstake_asset,1.0000,False,0.7
redeem 8270 USDC from aave (optimism) — use normal gas,withdraw_asset,,0.4167,True,0.7
unstake 3005 USDC from balancer on avalanche — use normal gas,unstake_asset,unstake_asset,1.0000,False,0.7
claim staking rewards on pendle arbitrum,claim_rewards,claim_rewards,0.9524,False,0.7
cash out 21188 USDT from lido (ethereum),withdraw_asset,withdraw_asset,1.0000,False,0.7
move 645.462 ARB into balancer on avalanche,deposit_asset,deposit_asset,0.7083,False,0.7
claim rewards on uniswap (base) — ok with higher gas,claim_rewards,claim_rewards,1.0000,False,0.7
restake 2.215361 BTC with yearn on avalanche,stake_asset,stake_asset,1.0000,False,0.7
"harvest yield from aave on polygon — ok with higher gas, high yield mode",claim_rewards,claim_rewards,1.0000,False,0.7
take a loan of 18.0934 AVAX via compound (solana) using LINK as collateral — right away,borrow_asset,borrow_asset,1.0000,False,0.7
undelegate 16.7003 ETH on pendle (solana),unstake_asset,unstake_asset,1.0000,False,0.7
"borrow 3993 USDC from maker on optimism using AVAX as collateral — use normal gas, safe mode",borrow_asset,borrow_asset,1.0000,False,0.7
reduce loan by 32.4534 ETH on maker (optimism) — use normal gas,repay_asset,repay_asset,0.9073,False,0.7
pay back 7899 USDC to maker on optimism — safe mode,repay_asset,repay_asset,1.0000,False,0.7
"close debt: repay 1617.8479 ARB at compound polygon — now, ok with higher gas, normal mode",repay_asset,repay_asset,0.9077,False,0.7
withdraw staked 15938 DAI from balancer optimism,unstake_asset,unstake_asset,1.0000,False,0.7
reduce loan by 658.9617 AAVE on maker (optimism) — use normal gas,repay_asset,repay_asset,0.7329,False,0.7
move 0.858324 BTC into curve on optimism — high yield mode,deposit_asset,deposit_asset,1.0000,False,0.7
pull out 22.015 SOL from aave — asap,withdraw_asset,withdraw_asset,1.0000,False,0.7
trade 1200.7772 LINK for WBTC on sushiswap (optimism),swap_asset,swap_asset,1.0000,False,0.7
take a loan of 19130 USDC via compound (polygon),borrow_asset,borrow_asset,0.8571,False,0.7
unlock 20779 USDT at lido (base),unstake_asset,unstake_asset,0.9387,False,0.7
redeem 2114.4817 AAVE from lido (solana) — immediately,withdraw_asset,withdraw_asset,1.0000,False,0.7
supply 45.0073 MATIC to compound,deposit_asset,deposit_asset,0.9815,False,0.7
withdraw staked 18031 DAI from yearn ethereum,unstake_asset,unstake_asset,0.8542,False,0.7
market swap 1878.8729 OP->WETH using uniswap on arbitrum with slippage 0.5% — now,swap_asset,swap_asset,1.0000,False,0.7
harvest yield from yearn on ethereum,claim_rewards,claim_rewards,1.0000,False,0.7
"repay 1.271532 BTC on aave (ethereum) — this minute, minimize gas",repay_asset,repay_asset,1.0000,False,0.7
