prompt,label,top1,margin
pay back 0.92656 BTC to maker on optimism — safe mode,repay_asset,repay_asset,0.09977311
move 42.2729 AVAX into sushiswap on polygon — normal mode,deposit_asset,swap_asset,0.5580346
move 5727 USDT into rocket pool on optimism — safe mode,deposit_asset,deposit_asset,0.23607051
"convert 16477 DAI into MATIC via curve on solana — use fast gas, safe mode",swap_asset,withdraw_asset,0.18877897
"unstake 0.224599 WBTC from balancer on polygon — minimize gas, high yield mode",unstake_asset,swap_asset,0.059607
unstake 3893.9835 OP from rocket pool on base — right away,unstake_asset,unstake_asset,0.0823977
lock 3598.7412 LINK in rocket pool on optimism,stake_asset,unstake_asset,0.06920236
borrow 35.0226 OP from maker on avalanche — now,borrow_asset,repay_asset,0.053874075
undelegate 1103.3992 ARB on yearn (base) — now,unstake_asset,unstake_asset,0.005437553
close debt: repay 65.9474 OP at aave solana,repay_asset,repay_asset,0.15195715
close debt: repay 0.904213 WBTC at maker arbitrum,repay_asset,repay_asset,0.10238999
open debt: 0.102891 WBTC on compound solana using ARB as collateral — today,borrow_asset,repay_asset,0.08587247
delegate 2909.4553 OP to yearn (optimism) — use fast gas,stake_asset,deposit_asset,0.37125117
delegate 2.269477 WBTC to pendle (solana) — minimize gas,stake_asset,deposit_asset,0.1738708
"take a loan of 1.709495 WBTC via aave (solana) using USDC as collateral — now, high yield mode",borrow_asset,repay_asset,0.100278616
"undelegate 35.6908 SOL on rocket pool (ethereum) — now, high yield mode",unstake_asset,deposit_asset,0.01685375
"withdraw staked 3296 DAI from curve arbitrum — this minute, normal mode",unstake_asset,swap_asset,0.14969796
lock 4467.3241 OP in yearn on solana — ok with higher gas,stake_asset,deposit_asset,0.049292654
"withdraw staked 4661.3908 LINK from pendle avalanche — right away, use normal gas",unstake_asset,unstake_asset,0.048425615
restake 35.9845 WETH with balancer on ethereum,stake_asset,deposit_asset,0.28643477
move 2692.2133 ARB into lido on solana,deposit_asset,stake_asset,0.07012507
restake 1044.0251 ARB with lido on ethereum — use fast gas,stake_asset,deposit_asset,0.030110776
open debt: 6667 DAI on aave optimism — use normal gas,borrow_asset,repay_asset,0.07988286
open debt: 4442.2854 OP on aave avalanche — ok with higher gas,borrow_asset,repay_asset,0.05203259
unlock 32.5022 LINK at rocket pool (ethereum),unstake_asset,unstake_asset,0.065918624
"pull out 14390 USDC from yearn — immediately, high yield mode",withdraw_asset,deposit_asset,0.078035176
fund rocket pool with 0.612783 BTC (base),deposit_asset,deposit_asset,0.20596814
collect incentives at uniswap (arbitrum) — asap,claim_rewards,claim_rewards,0.36121285
open debt: 3.7638 AVAX on aave base using BTC as collateral,borrow_asset,repay_asset,0.01714629
restake 23.7818 WETH with rocket pool on arbitrum,stake_asset,deposit_asset,0.1426667
harvest yield from stargate on ethereum,claim_rewards,claim_rewards,0.3964452
harvest yield from stargate on ethereum,claim_rewards,claim_rewards,0.3964452
harvest yield from stargate on ethereum,claim_rewards,claim_rewards,0.3964452
harvest yield from stargate on ethereum,claim_rewards,claim_rewards,0.3964452
pull out 886.3892 OP from aave,withdraw_asset,stake_asset,0.00885269
borrow 4917.1831 AAVE from maker on optimism,borrow_asset,repay_asset,0.21973634
remove 15.9089 MATIC from yearn,withdraw_asset,withdraw_asset,0.19282329
draw 3960.1765 LINK from maker on solana using AVAX as collateral — ok with higher gas,borrow_asset,repay_asset,0.0696927
borrow 2787.8054 ARB from maker on optimism using AAVE as collateral — now,borrow_asset,repay_asset,0.17123175
convert 3882.4333 LINK into WBTC via uniswap on solana,swap_asset,swap_asset,0.1720627
lock 0.0764 ETH in pendle on solana — today,stake_asset,stake_asset,0.025144756
repay 1189.448 ARB on compound (solana),repay_asset,repay_asset,0.081804544
provide 1.604171 BTC on maker,deposit_asset,deposit_asset,0.0984768
close debt: repay 13.3191 AVAX at maker optimism — ok with higher gas,repay_asset,repay_asset,0.119068325
convert 24.2638 MATIC into USDC via uniswap on optimism,swap_asset,swap_asset,0.3797887
collect incentives at stargate (arbitrum),claim_rewards,claim_rewards,0.6133324
collect incentives at stargate (arbitrum),claim_rewards,claim_rewards,0.6133324
reduce loan by 1850.0966 LINK on aave (solana),repay_asset,repay_asset,0.1800533
claim staking rewards on aave polygon,claim_rewards,claim_rewards,0.6305338
claim staking rewards on aave polygon,claim_rewards,claim_rewards,0.6305338
claim staking rewards on aave polygon,claim_rewards,claim_rewards,0.6305338
claim staking rewards on aave polygon,claim_rewards,claim_rewards,0.6305338
unstake 2.5605 AVAX from pendle on arbitrum — right away,unstake_asset,stake_asset,0.02282095
reduce loan by 629.445 LINK on aave (avalanche),repay_asset,repay_asset,0.12078208
"provide 20746 USDC on sushiswap — right away, normal mode",deposit_asset,swap_asset,0.7459318
open debt: 25.656 MATIC on aave polygon using AVAX as collateral — use normal gas,borrow_asset,borrow_asset,0.12233597
swap 21.4152 MATIC to USDC on sushiswap avalanche,swap_asset,swap_asset,0.8985345
take a loan of 1.807927 BTC via compound (optimism) using WBTC as collateral,borrow_asset,repay_asset,0.008994788
provide 2986.1648 ARB on balancer,deposit_asset,borrow_asset,0.037828684
trade 8193 DAI for MATIC on uniswap (arbitrum),swap_asset,swap_asset,0.4864483
fund maker with 9.4102 WETH (ethereum) — safe mode,deposit_asset,deposit_asset,0.011881232
fund maker with 3530.6255 AAVE (solana) — safe mode,deposit_asset,stake_asset,0.048751354
take a loan of 0.182528 BTC via compound (arbitrum) using MATIC as collateral — use normal gas,borrow_asset,borrow_asset,0.11659455
draw 1808.3583 AAVE from aave on optimism,borrow_asset,repay_asset,0.020519331
"unstow 0.283231 BTC from lido on polygon — use normal gas, high yield mode",withdraw_asset,deposit_asset,0.08912444
redeem 1.056176 WBTC from sushiswap (ethereum),withdraw_asset,swap_asset,0.72676057
harvest yield from uniswap on polygon,claim_rewards,claim_rewards,0.30898777
market swap 31.8399 MATIC->OP using uniswap on solana with slippage 0.1% — now,swap_asset,swap_asset,0.6815151
withdraw 1.9737 MATIC from stargate on solana — safe mode,withdraw_asset,unstake_asset,0.03074941
open debt: 4417.7635 AAVE on aave optimism using ETH as collateral — asap,borrow_asset,repay_asset,0.15146267
unlock 26.5644 ETH at curve (ethereum) — safe mode,unstake_asset,unstake_asset,0.015038729
cash out 7244 DAI from uniswap (polygon) — high yield mode,withdraw_asset,swap_asset,0.16145007
close debt: repay 20408 DAI at maker solana,repay_asset,repay_asset,0.11547804
claim staking rewards on aave polygon,claim_rewards,claim_rewards,0.6305338
claim staking rewards on aave polygon,claim_rewards,claim_rewards,0.6305338
claim staking rewards on aave polygon,claim_rewards,claim_rewards,0.6305338
claim staking rewards on aave polygon,claim_rewards,claim_rewards,0.6305338
withdraw 7.0395 MATIC from curve on base,withdraw_asset,withdraw_asset,0.20365864
unstake 1.788507 BTC from yearn on base,unstake_asset,deposit_asset,0.13316613
borrow 1.471955 WBTC from aave on ethereum using WBTC as collateral — ok with higher gas,borrow_asset,borrow_asset,0.04435563
delegate 9559 USDT to yearn (avalanche) — minimize gas,stake_asset,borrow_asset,0.02952613
undelegate 8.5535 MATIC on pendle (polygon) — right away,unstake_asset,stake_asset,0.014033735
"supply 21.3669 AVAX to compound — use fast gas, safe mode",deposit_asset,deposit_asset,0.1082499
top up stargate with 1112.9484 OP on avalanche,deposit_asset,unstake_asset,0.13844049
unlock 654.1529 LINK at balancer (polygon) — right away,unstake_asset,unstake_asset,0.059989512
trade 19.9054 ETH for SOL on sushiswap (solana),swap_asset,swap_asset,0.471067
top up stargate with 23.0684 MATIC on polygon — immediately,deposit_asset,unstake_asset,0.17596433
unlock 11804 USDT at curve (optimism),unstake_asset,swap_asset,0.008981034
trade 42.8292 MATIC for WETH on uniswap (ethereum) with slippage 0.2%,swap_asset,swap_asset,0.48153958
repay 1710.1096 ARB on maker (solana),repay_asset,repay_asset,0.16242
borrow 4197.5982 LINK from maker on polygon using WETH as collateral — use normal gas,borrow_asset,borrow_asset,0.12905806
repay 29.3821 AVAX on aave (arbitrum),repay_asset,repay_asset,0.10601455
delegate 24.2768 SOL to yearn (ethereum) — today,stake_asset,stake_asset,0.1580194
repay 22107 USDT on compound (arbitrum) — use normal gas,repay_asset,borrow_asset,0.09870523
stake 2175.5129 ARB on pendle (polygon) — now,stake_asset,stake_asset,0.106463075
stake 23.4652 SOL on lido (base),stake_asset,stake_asset,0.15521598
close debt: repay 20712 DAI at maker solana — right away,repay_asset,repay_asset,0.11008495
"market swap 1752 DAI->AAVE using sushiswap on ethereum — immediately, high yield mode",swap_asset,swap_asset,0.8591224
withdraw staked 1586 USDT from yearn avalanche — safe mode,unstake_asset,unstake_asset,0.15402678
top up yearn with 1989.5482 LINK on avalanche — asap,deposit_asset,unstake_asset,0.11784428
harvest yield from rocket pool on avalanche,claim_rewards,claim_rewards,0.5763656
lock 16706 USDT in balancer on arbitrum,stake_asset,swap_asset,0.009140044
"redeem 1.434143 WBTC from aave (arbitrum) — this minute, ok with higher gas, normal mode",withdraw_asset,deposit_asset,0.06692514
borrow 4548 USDT from maker on base using SOL as collateral,borrow_asset,borrow_asset,0.042787254
draw 697.9889 OP from maker on solana using WETH as collateral — high yield mode,borrow_asset,withdraw_asset,0.05188656
undelegate 10.1973 MATIC on lido (avalanche) — safe mode,unstake_asset,unstake_asset,0.0799979
restake 44.2775 ETH with curve on polygon — safe mode,stake_asset,withdraw_asset,0.021054298
stake 1.217633 WBTC on lido (polygon),stake_asset,stake_asset,0.05151093
unstow 1588.5025 OP from curve on solana — asap,withdraw_asset,withdraw_asset,0.22188154
redeem 3621.63 ARB from stargate (avalanche),withdraw_asset,unstake_asset,0.06314844
remove 2485.7764 OP from pendle,withdraw_asset,stake_asset,0.03214085
borrow 1.592611 BTC from aave on optimism using AVAX as collateral — this minute,borrow_asset,repay_asset,0.13163364
deposit 3.4672 MATIC into pendle on arbitrum — use normal gas,deposit_asset,deposit_asset,0.032364845
collect incentives at pendle (arbitrum) — asap,claim_rewards,claim_rewards,0.61009264
unstake 46.999 SOL from lido on avalanche,unstake_asset,unstake_asset,0.07337344
delegate 22.2445 ETH to pendle (solana),stake_asset,stake_asset,0.09575766
withdraw 2.123846 WBTC from stargate on base — high yield mode,withdraw_asset,deposit_asset,0.09191191
deposit 1627.5387 ARB into aave on avalanche — asap,deposit_asset,repay_asset,0.06335172
claim staking rewards on curve solana,claim_rewards,claim_rewards,0.5796004
claim staking rewards on curve solana,claim_rewards,claim_rewards,0.5796004
claim staking rewards on curve solana,claim_rewards,claim_rewards,0.57960045
claim staking rewards on curve solana,claim_rewards,claim_rewards,0.57960045
claim staking rewards on curve solana,claim_rewards,claim_rewards,0.57960045
stake 33.7105 MATIC on yearn (optimism),stake_asset,stake_asset,0.029054135
draw 4137.6225 OP from compound on optimism using WETH as collateral,borrow_asset,borrow_asset,0.021374866
withdraw 29.4046 MATIC from balancer on optimism,withdraw_asset,repay_asset,0.03566657
provide 44.0388 AVAX on aave,deposit_asset,repay_asset,0.08528276
borrow 44.9228 WETH from compound on solana — use normal gas,borrow_asset,deposit_asset,0.16425419
harvest yield from pendle on arbitrum,claim_rewards,claim_rewards,0.17649978
harvest yield from pendle on arbitrum,claim_rewards,claim_rewards,0.17649983
harvest yield from pendle on arbitrum,claim_rewards,claim_rewards,0.17649983
unstake 23422 DAI from rocket pool on optimism — use normal gas,unstake_asset,deposit_asset,0.37455356
withdraw 1.359598 WBTC from pendle on solana,withdraw_asset,withdraw_asset,0.036446333
claim rewards on lido (base),claim_rewards,claim_rewards,0.4204883
claim rewards on lido (base),claim_rewards,claim_rewards,0.4204883
cash out 1374.7416 ARB from pendle (solana),withdraw_asset,stake_asset,0.017072111
swap 6261 USDC to OP on curve optimism — this minute,swap_asset,swap_asset,0.253113
redeem 23961 USDC from yearn (avalanche),withdraw_asset,borrow_asset,0.08023748
"lock 11236 USDC in pendle on avalanche — now, use normal gas, safe mode",stake_asset,unstake_asset,0.08367747
provide 1096.9714 LINK on rocket pool,deposit_asset,unstake_asset,0.0036325455
claim staking rewards on stargate arbitrum — normal mode,claim_rewards,claim_rewards,0.64778465
cash out 0.795693 BTC from uniswap (avalanche) — high yield mode,withdraw_asset,swap_asset,0.30014002
stake 17.445 AVAX on balancer (base) — today,stake_asset,stake_asset,0.06853935
draw 13.7245 AVAX from aave on optimism using USDT as collateral,borrow_asset,repay_asset,0.10784489
"fund maker with 4988.5366 ARB (optimism) — right away, high yield mode",deposit_asset,deposit_asset,0.19593254
"fund stargate with 2.010111 BTC (optimism) — this minute, use normal gas",deposit_asset,deposit_asset,0.35929012
reduce loan by 31.5414 MATIC on aave (optimism),repay_asset,repay_asset,0.18910715
stake 12469 DAI on lido (avalanche) — minimize gas,stake_asset,unstake_asset,0.016251445
swap 24.8888 WETH to AAVE on curve polygon with slippage 0.2% — safe mode,swap_asset,unstake_asset,0.0032398999
"redeem 10.1131 ETH from curve (avalanche) — use normal gas, safe mode",withdraw_asset,unstake_asset,0.11071113
"unstake 33.4805 WETH from lido on arbitrum — today, ok with higher gas",unstake_asset,deposit_asset,0.15364781
delegate 44.6575 SOL to yearn (polygon),stake_asset,stake_asset,0.14201938
"redeem 19026 DAI from lido (avalanche) — now, safe mode",withdraw_asset,unstake_asset,0.023425609
claim rewards on balancer (polygon) — this minute,claim_rewards,claim_rewards,0.53636575
withdraw staked 219.7871 LINK from pendle arbitrum,unstake_asset,stake_asset,0.08413765
stake 17322 USDC on balancer (solana) — right away,stake_asset,repay_asset,0.0036194474
"collect incentives at lido (arbitrum) — use normal gas, normal mode",claim_rewards,claim_rewards,0.2004506
add liquidity: deposit 219.9118 LINK to maker (optimism),deposit_asset,deposit_asset,0.039486825
close debt: repay 1.074322 WBTC at aave base — safe mode,repay_asset,repay_asset,0.09650934
top up balancer with 4483.6636 AAVE on base,deposit_asset,withdraw_asset,0.036500454
swap 16867 USDC to BTC on curve arbitrum — asap,swap_asset,swap_asset,0.5963531
open debt: 2626.6485 AAVE on aave arbitrum using AAVE as collateral — minimize gas,borrow_asset,repay_asset,0.06237799
convert 32.3638 SOL into AAVE via balancer on polygon with slippage 0.1% — asap,swap_asset,swap_asset,0.17858133
add liquidity: deposit 2.370565 WBTC to aave (avalanche) — right away,deposit_asset,repay_asset,0.014734387
pull out 3664.688 ARB from curve,withdraw_asset,withdraw_asset,0.27335954
trade 37.209 ETH for BTC on balancer (polygon) with slippage 0.1%,swap_asset,swap_asset,0.39747983
unlock 1.193093 BTC at balancer (base),unstake_asset,swap_asset,0.05499792
open debt: 11.0534 AVAX on compound solana using AVAX as collateral,borrow_asset,repay_asset,0.06408781
borrow 5.3662 MATIC from maker on solana using LINK as collateral,borrow_asset,repay_asset,0.07116744
draw 2311.7383 OP from aave on polygon using USDT as collateral,borrow_asset,borrow_asset,0.23790675
trade 44.8192 WETH for SOL on sushiswap (solana),swap_asset,swap_asset,0.2892241
market swap 7.3228 ETH->WETH using curve on polygon with slippage 0.1%,swap_asset,swap_asset,0.43341386
supply 5.5677 WETH to stargate — use normal gas,deposit_asset,deposit_asset,0.37621865
repay 8352 DAI on compound (ethereum),repay_asset,borrow_asset,0.1803391
convert 12.7196 SOL into AAVE via balancer on arbitrum with slippage 1% — safe mode,swap_asset,swap_asset,0.13940465
withdraw staked 24.3977 WETH from curve arbitrum,unstake_asset,withdraw_asset,0.045926064
"provide 4406.3609 ARB on stargate — now, normal mode",deposit_asset,unstake_asset,0.10983494
"claim staking rewards on uniswap solana — today, safe mode",claim_rewards,claim_rewards,0.5605866
harvest yield from aave on optimism,claim_rewards,claim_rewards,0.414882
harvest yield from aave on optimism,claim_rewards,claim_rewards,0.414882
top up stargate with 17.815 SOL on arbitrum — high yield mode,deposit_asset,deposit_asset,0.073593676
add liquidity: deposit 430.3318 OP to lido (base),deposit_asset,stake_asset,0.07954499
borrow 447.9235 OP from maker on avalanche using OP as collateral — use normal gas,borrow_asset,borrow_asset,0.072312295
pull out 229.1452 ARB from lido,withdraw_asset,stake_asset,0.037288725
redeem 10.3114 MATIC from balancer (optimism) — ok with higher gas,withdraw_asset,repay_asset,0.0053513944
unlock 13.0389 SOL at balancer (polygon) — safe mode,unstake_asset,unstake_asset,0.027531356
withdraw staked 16.6712 WETH from rocket pool avalanche — asap,unstake_asset,unstake_asset,0.106782526
claim rewards on aave (solana),claim_rewards,claim_rewards,0.4780013
"withdraw 15991 USDT from compound on base — today, safe mode",withdraw_asset,deposit_asset,0.14914787
restake 17787 USDC with rocket pool on polygon,stake_asset,stake_asset,0.0070565045
"repay 48.1641 WETH on compound (arbitrum) — minimize gas, high yield mode",repay_asset,borrow_asset,0.024677098
undelegate 41.9475 MATIC on rocket pool (arbitrum) — right away,unstake_asset,unstake_asset,0.087049484
undelegate 28.6188 MATIC on balancer (base) — immediately,unstake_asset,unstake_asset,0.17463773
open debt: 19.6091 MATIC on maker base,borrow_asset,borrow_asset,0.05300337
swap 645.0454 ARB to MATIC on sushiswap optimism with slippage 0.2%,swap_asset,swap_asset,0.8220173
trade 15406 DAI for USDT on sushiswap (polygon) — right away,swap_asset,swap_asset,0.70321256
restake 48.5271 WETH with balancer on base,stake_asset,deposit_asset,0.13048404
withdraw staked 2227.894 ARB from curve optimism — normal mode,unstake_asset,unstake_asset,0.05439779
"delegate 2985.1113 LINK to balancer (avalanche) — right away, ok with higher gas",stake_asset,deposit_asset,0.009679273
pull out 15220 DAI from aave,withdraw_asset,withdraw_asset,0.25161552
market swap 25.0577 WETH->USDC using uniswap on optimism with slippage 0.1%,swap_asset,swap_asset,0.59301174
deposit 3124 DAI into stargate on avalanche — minimize gas,deposit_asset,claim_rewards,0.022256847
"claim staking rewards on maker polygon — right away, normal mode",claim_rewards,claim_rewards,0.60952944
unstow 33.6653 SOL from aave on base — use normal gas,withdraw_asset,deposit_asset,0.051090658
add liquidity: deposit 11722 USDC to yearn (arbitrum),deposit_asset,borrow_asset,0.10196385
repay 28.4089 MATIC on maker (arbitrum) — high yield mode,repay_asset,repay_asset,0.113242835
collect incentives at balancer (polygon),claim_rewards,claim_rewards,0.41648912
collect incentives at balancer (polygon),claim_rewards,claim_rewards,0.41648912
collect incentives at balancer (polygon),claim_rewards,claim_rewards,0.41648912
close debt: repay 21911 USDT at maker avalanche,repay_asset,repay_asset,0.035397053
withdraw staked 21.4293 MATIC from lido solana — asap,unstake_asset,stake_asset,0.13242382
move 32.8138 SOL into maker on polygon,deposit_asset,withdraw_asset,0.13561468
claim staking rewards on stargate ethereum,claim_rewards,claim_rewards,0.6820003
cash out 5.0251 MATIC from maker (avalanche) — ok with higher gas,withdraw_asset,borrow_asset,0.0591487
market swap 2.170827 BTC->DAI using balancer on ethereum,swap_asset,swap_asset,0.7914532
trade 0.003277 BTC for ETH on balancer (polygon),swap_asset,borrow_asset,0.015302181
top up aave with 12822 USDT on solana,deposit_asset,repay_asset,0.06708491
supply 1144.6616 AAVE to rocket pool — right away,deposit_asset,deposit_asset,0.13077116
top up balancer with 1.023035 BTC on optimism — now,deposit_asset,deposit_asset,0.01922974
restake 0.419691 BTC with yearn on polygon — use fast gas,stake_asset,deposit_asset,0.04790674
open debt: 2285.3863 OP on maker arbitrum — today,borrow_asset,repay_asset,0.107755065
fund balancer with 27.7125 MATIC (polygon) — ok with higher gas,deposit_asset,borrow_asset,0.23113985
"take a loan of 2253 DAI via maker (optimism) — asap, use fast gas",borrow_asset,repay_asset,0.0165762
market swap 35.8083 SOL->OP using uniswap on avalanche — use normal gas,swap_asset,swap_asset,0.6237763
withdraw 26.9974 MATIC from curve on avalanche — asap,withdraw_asset,unstake_asset,0.021392137
borrow 4531.844 AAVE from compound on polygon using AVAX as collateral — safe mode,borrow_asset,borrow_asset,0.15617067
top up sushiswap with 0.850951 WBTC on arbitrum,deposit_asset,swap_asset,0.6594719
add liquidity: deposit 47.2997 WETH to maker (arbitrum),deposit_asset,deposit_asset,0.23284358
convert 0.18697 WBTC into AVAX via sushiswap on polygon,swap_asset,swap_asset,0.6697035
open debt: 32.5525 MATIC on aave polygon using WBTC as collateral — minimize gas,borrow_asset,borrow_asset,0.14670992
claim staking rewards on rocket pool optimism — use fast gas,claim_rewards,claim_rewards,0.37309474
open debt: 1224.8462 LINK on aave arbitrum using OP as collateral,borrow_asset,repay_asset,0.072910786
pull out 2752.4206 ARB from aave,withdraw_asset,withdraw_asset,0.14092408
open debt: 4770.6979 OP on aave base using AAVE as collateral — now,borrow_asset,repay_asset,0.061484456
"collect incentives at stargate (solana) — today, minimize gas, safe mode",claim_rewards,claim_rewards,0.24550112
draw 2455.8782 OP from aave on avalanche using OP as collateral — high yield mode,borrow_asset,borrow_asset,0.025476739
market swap 4126.6369 LINK->SOL using sushiswap on ethereum,swap_asset,swap_asset,0.72895485
unlock 1.454203 WBTC at curve (base) — use fast gas,unstake_asset,deposit_asset,0.17565513
remove 36.0413 ETH from yearn,withdraw_asset,withdraw_asset,0.2617154
take a loan of 30.3078 WETH via aave (optimism) using AAVE as collateral,borrow_asset,repay_asset,0.15342814
lock 22.2424 SOL in yearn on polygon — minimize gas,stake_asset,stake_asset,0.010826737
withdraw 0.903395 BTC from balancer on polygon — now,withdraw_asset,swap_asset,0.010809898
pay back 46.9854 AVAX to compound on ethereum,repay_asset,borrow_asset,0.072238445
restake 47.5777 ETH with balancer on polygon,stake_asset,swap_asset,0.039077908
trade 34.3605 WETH for ETH on curve (base) with slippage 0.2%,swap_asset,swap_asset,0.13937646
unstake 47.4675 ETH from yearn on avalanche — immediately,unstake_asset,unstake_asset,0.15676294
draw 2.066637 BTC from compound on base using WBTC as collateral,borrow_asset,borrow_asset,0.23736846
remove 1671.854 AAVE from curve,withdraw_asset,withdraw_asset,0.18247062
borrow 13558 USDT from maker on avalanche using USDT as collateral,borrow_asset,borrow_asset,0.052668154
unstow 30.9737 WETH from stargate on optimism,withdraw_asset,deposit_asset,0.10537073
close debt: repay 29.4715 SOL at compound ethereum — now,repay_asset,borrow_asset,0.020495534
harvest yield from rocket pool on arbitrum — asap,claim_rewards,claim_rewards,0.2625875
collect incentives at lido (avalanche) — high yield mode,claim_rewards,claim_rewards,0.5093867
add liquidity: deposit 11.6981 WETH to stargate (arbitrum),deposit_asset,deposit_asset,0.065262586
unlock 9631 DAI at balancer (solana),unstake_asset,withdraw_asset,0.036583707
provide 12.3271 WETH on lido,deposit_asset,stake_asset,0.06111437
swap 15.1112 AVAX to SOL on balancer optimism — normal mode,swap_asset,repay_asset,0.021649987
supply 9246 USDC to curve — safe mode,deposit_asset,withdraw_asset,0.11556655
"fund balancer with 1176.4747 LINK (ethereum) — asap, safe mode",deposit_asset,unstake_asset,0.12325826
claim staking rewards on aave base — safe mode,claim_rewards,claim_rewards,0.4762094
unstake 1.054508 BTC from lido on optimism — asap,unstake_asset,deposit_asset,0.0059704185
market swap 0.626522 BTC->AAVE using balancer on avalanche — high yield mode,swap_asset,swap_asset,0.32257327
"pay back 0.494461 WBTC to aave on arbitrum — now, minimize gas",repay_asset,repay_asset,0.086687475
"reduce loan by 1.646612 WBTC on maker (base) — now, high yield mode",repay_asset,repay_asset,0.037739784
close debt: repay 1505.6491 LINK at maker polygon,repay_asset,borrow_asset,0.14351457
supply 2684.714 OP to uniswap — this minute,deposit_asset,withdraw_asset,0.07952994
stake 32.1893 AVAX on yearn (avalanche) — ok with higher gas,stake_asset,unstake_asset,0.035742417
move 19.0531 MATIC into lido on optimism,deposit_asset,unstake_asset,0.053508908
close debt: repay 2.18821 BTC at maker arbitrum — immediately,repay_asset,repay_asset,0.09436154
lock 1.631966 BTC in rocket pool on arbitrum,stake_asset,deposit_asset,0.01721719
trade 21476 USDT for WETH on uniswap (base) — safe mode,swap_asset,deposit_asset,0.045469046
add liquidity: deposit 2.5496 AVAX to balancer (optimism) — today,deposit_asset,repay_asset,0.048988163
pay back 3911.1656 OP to maker on base,repay_asset,stake_asset,0.23863277
"put 23918 USDT into stargate — now, minimize gas",deposit_asset,deposit_asset,0.4549397
"lock 1.702423 BTC in yearn on polygon — right away, high yield mode",stake_asset,unstake_asset,0.03698069
claim rewards on curve (optimism),claim_rewards,claim_rewards,0.5886846
harvest yield from compound on solana,claim_rewards,claim_rewards,0.25649217
repay 8658 USDT on aave (ethereum),repay_asset,repay_asset,0.07762325
close debt: repay 1.935382 BTC at aave ethereum — now,repay_asset,repay_asset,0.078683436
supply 3837.3666 LINK to lido,deposit_asset,stake_asset,0.04406464
close debt: repay 1.92256 BTC at compound polygon,repay_asset,borrow_asset,0.18800342
open debt: 0.569073 WBTC on maker polygon using ARB as collateral — ok with higher gas,borrow_asset,borrow_asset,0.15137869
claim staking rewards on lido avalanche,claim_rewards,claim_rewards,0.4582405
claim staking rewards on lido avalanche,claim_rewards,claim_rewards,0.4582405
remove 4.5163 WETH from uniswap — today,withdraw_asset,withdraw_asset,0.016098022
borrow 44.886 AVAX from compound on solana using USDT as collateral — immediately,borrow_asset,repay_asset,0.033424735
pull out 48.5055 WETH from maker,withdraw_asset,deposit_asset,0.03652221
withdraw 2246 USDC from sushiswap on solana,withdraw_asset,swap_asset,0.48789483
claim rewards on curve (polygon),claim_rewards,claim_rewards,0.6372312
collect incentives at balancer (polygon) — use fast gas,claim_rewards,claim_rewards,0.25033957
swap 1.134751 WBTC to MATIC on curve base with slippage 0.5%,swap_asset,swap_asset,0.37959474
pull out 4028.9394 OP from aave,withdraw_asset,stake_asset,0.0054834485
withdraw staked 37.0588 ETH from lido solana — normal mode,unstake_asset,stake_asset,0.10791278
swap 2.2236 WETH to ARB on sushiswap ethereum with slippage 0.2% — high yield mode,swap_asset,swap_asset,0.5624527
"remove 3.1344 MATIC from uniswap — asap, use fast gas, normal mode",withdraw_asset,deposit_asset,0.035912573
repay 3682.0 AAVE on aave (base),repay_asset,repay_asset,0.116948724
supply 21543 USDC to rocket pool,deposit_asset,deposit_asset,0.3512601
borrow 1471 DAI from compound on avalanche using WETH as collateral — now,borrow_asset,borrow_asset,0.18172434
"unlock 9.9869 AVAX at pendle (avalanche) — now, minimize gas, high yield mode",unstake_asset,unstake_asset,0.016687185
collect incentives at sushiswap (optimism),claim_rewards,claim_rewards,0.11190605
unlock 0.978597 BTC at pendle (polygon),unstake_asset,stake_asset,0.045532435
trade 3468.5993 OP for WETH on uniswap (optimism) with slippage 0.2% — now,swap_asset,swap_asset,0.2304396
repay 19.998 WETH on compound (arbitrum) — immediately,repay_asset,borrow_asset,0.040971637
pull out 4445.3752 LINK from uniswap,withdraw_asset,swap_asset,0.22277719
stake 2.373691 BTC on balancer (avalanche),stake_asset,swap_asset,0.022171035
lock 2.306946 BTC in lido on ethereum,stake_asset,unstake_asset,0.040424585
stake 4177.3266 ARB on pendle (solana) — now,stake_asset,stake_asset,0.22473457
claim staking rewards on curve optimism — ok with higher gas,claim_rewards,claim_rewards,0.5771223
deposit 2031.6799 AAVE into lido on base,deposit_asset,stake_asset,0.11298841
unstake 19498 DAI from rocket pool on avalanche,unstake_asset,unstake_asset,0.13789546
"undelegate 15904 DAI on curve (arbitrum) — this minute, ok with higher gas",unstake_asset,withdraw_asset,0.14423019
take a loan of 23.0892 SOL via maker (solana) — use fast gas,borrow_asset,repay_asset,0.06420222
top up curve with 2716.0584 LINK on base,deposit_asset,withdraw_asset,0.091743946
collect incentives at aave (ethereum) — minimize gas,claim_rewards,claim_rewards,0.24192029
claim staking rewards on rocket pool solana — right away,claim_rewards,claim_rewards,0.39493704
unlock 6595 USDT at lido (polygon),unstake_asset,stake_asset,0.005027771
repay 11.0983 SOL on aave (solana) — now,repay_asset,repay_asset,0.21004549
lock 17.0424 AVAX in curve on base — ok with higher gas,stake_asset,unstake_asset,0.05818391
take a loan of 42.2218 AVAX via aave (optimism) using SOL as collateral — today,borrow_asset,repay_asset,0.18397015
